تقرير أسعار المنتجات - Products Price Report

تاريخ التقرير - Report Date: 2026-05-09 23:53:08

اسم المنتج,Product Name,سعر الشراء,Purchase Price,سعر البيع,Selling Price,الكمية,Stock Qty,إجمالي الشراء,Total Purchase,إجمالي البيع,Total Selling,الربح الإجمالي,Total Profit,نسبة الربح %,Profit Margin %
كاست 5مجم اقراص,كاست 5مجم اقراص,41.78,41.78,53.00,53.00,2,2,83.56,83.56,106.00,106.00,22.44,22.44,26.9,26.9
كاسيروفافيت كريز شراب,كاسيروفافيت كريز شراب,60.66,60.66,90.00,90.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,48.4,48.4
كاش كيدز شراب,كاش كيدز شراب,65.23,65.23,89.00,89.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,36.4,36.4
كاشو لوسيون,كاشو لوسيون,41.00,41.00,65.00,65.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,58.5,58.5
كافسيد باراسيتامول للاطفال اقماع,كافسيد باراسيتامول للاطفال اقماع,44.59,44.59,58.00,58.00,1,1,44.59,44.59,58.00,58.00,13.41,13.41,30.1,30.1
كافسيد رضع لبوس,كافسيد رضع لبوس,27.30,27.30,42.00,42.00,5,5,136.50,136.50,210.00,210.00,73.50,73.50,53.8,53.8
كال -بريج  640اقراص,كال -بريج  640اقراص,75.93,75.93,99.00,99.00,1,1,75.93,75.93,99.00,99.00,23.07,23.07,30.4,30.4
كال ماج د كبسول,كال ماج د كبسول,127.80,127.80,177.00,177.00,3,3,383.40,383.40,531.00,531.00,147.60,147.60,38.5,38.5
كال_ماج كبسول,كال_ماج كبسول,124.20,124.20,177.00,177.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,42.5,42.5
كالاميل مرطب للجلد100م,كالاميل مرطب للجلد100م,39.20,39.20,49.00,49.00,2,2,78.40,78.40,98.00,98.00,19.60,19.60,25.0,25.0
كالامين لوسيون,كالامين لوسيون,34.45,34.45,45.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,30.6,30.6
كالدين زنك شراب,كالدين زنك شراب,24.00,24.00,30.00,30.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,25.0,25.0
كالدين سي اقراص,كالدين سي اقراص,70.01,70.01,95.00,95.00,1,1,70.01,70.01,95.00,95.00,24.99,24.99,35.7,35.7
كالدين سي ك اقراص,كالدين سي ك اقراص,121.60,121.60,158.00,158.00,1,1,121.60,121.60,158.00,158.00,36.40,36.40,29.9,29.9
كالسي ماكس بلس اقراص,كالسي ماكس بلس اقراص,80.40,80.40,120.00,120.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,49.3,49.3
كالسيترون اقراص,كالسيترون اقراص,100.80,100.80,144.00,144.00,1,1,100.80,100.80,144.00,144.00,43.20,43.20,42.9,42.9
كالسيترون كبسول,كالسيترون كبسول,87.08,87.08,144.00,144.00,1,1,87.08,87.08,144.00,144.00,56.92,56.92,65.4,65.4
كالسيكولاج اقراص,كالسيكولاج اقراص,67.83,67.83,85.00,85.00,1,1,67.83,67.83,85.00,85.00,17.17,17.17,25.3,25.3
كالسيمات 500 مجم كبسول,كالسيمات 500 مجم كبسول,16.00,16.00,20.00,20.00,1,1,16.00,16.00,20.00,20.00,4.00,4.00,25.0,25.0
كالسيوم د3 ف اقراص,كالسيوم د3 ف اقراص,39.72,39.72,51.00,51.00,1,1,39.72,39.72,51.00,51.00,11.28,11.28,28.4,28.4
كالمير سبراى مرطب,كالمير سبراى مرطب,110.60,110.60,140.00,140.00,1,1,110.60,110.60,140.00,140.00,29.40,29.40,26.6,26.6
كالهيبارين5000و.د.,كالهيبارين5000و.د.,112.77,112.77,142.00,142.00,3,3,338.31,338.31,426.00,426.00,87.69,87.69,25.9,25.9
كالوبين نقط فم,كالوبين نقط فم,49.20,49.20,70.00,70.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,42.3,42.3
كاندلكان 16 مجم,كاندلكان 16 مجم,43.80,43.80,60.00,60.00,2,2,87.60,87.60,120.00,120.00,32.40,32.40,37.0,37.0
كاندلكان 4مجم اقراص,كاندلكان 4مجم اقراص,29.20,29.20,40.00,40.00,1,1,29.20,29.20,40.00,40.00,10.80,10.80,37.0,37.0
كاندلكان 8مجم عادي,كاندلكان 8مجم عادي,35.04,35.04,48.00,48.00,1,1,35.04,35.04,48.00,48.00,12.96,12.96,37.0,37.0
كاندلكان بلس 12.5/16 مجم اقراص,كاندلكان بلس 12.5/16 مجم اقراص,55.50,55.50,74.00,74.00,2,2,111.00,111.00,148.00,148.00,37.00,37.00,33.3,33.3
كاندلكان بلس 32 اقراص,كاندلكان بلس 32 اقراص,76.50,76.50,102.00,102.00,1,1,76.50,76.50,102.00,102.00,25.50,25.50,33.3,33.3
كانزارتان 150 مجم اقراص,كانزارتان 150 مجم اقراص,74.25,74.25,105.00,105.00,1,1,74.25,74.25,105.00,105.00,30.75,30.75,41.4,41.4
كانيولا 20سم بينك,كانيولا 20سم بينك,6.90,6.90,15.00,15.00,5,5,34.50,34.50,75.00,75.00,40.50,40.50,117.4,117.4
كانيولا 22 ازرق,كانيولا 22 ازرق,7.00,7.00,12.00,12.00,6,6,42.00,42.00,72.00,72.00,30.00,30.00,71.4,71.4
كانيولا 24 اصفر,كانيولا 24 اصفر,8.52,8.52,15.00,15.00,7,7,59.64,59.64,105.00,105.00,45.36,45.36,76.1,76.1
كباكسي لاشيز سيرم,كباكسي لاشيز سيرم,355.50,355.50,450.00,450.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,26.6,26.6
كتافاست 50 مجم فوار,كتافاست 50 مجم فوار,52.56,52.56,72.00,72.00,1,1,52.56,52.56,72.00,72.00,19.44,19.44,37.0,37.0
كتافلام 25مجم,كتافلام 25مجم,25.16,25.16,34.00,34.00,1,1,25.16,25.16,34.00,34.00,8.84,8.84,35.1,35.1
كتافلام 3/75مجم حقن,كتافلام 3/75مجم حقن,90.00,90.00,120.00,120.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,33.3,33.3
كتافلام 50مجم,كتافلام 50مجم,62.78,62.78,86.00,86.00,2,2,125.56,125.56,172.00,172.00,46.44,46.44,37.0,37.0
كحل ماتك ابيض,كحل ماتك ابيض,10.00,10.00,16.00,16.00,1,1,10.00,10.00,16.00,16.00,6.00,6.00,60.0,60.0
كحول اسبراى 70م,كحول اسبراى 70م,8.90,8.90,15.00,15.00,1,1,8.90,8.90,15.00,15.00,6.10,6.10,68.5,68.5
كحول اسبراى 70م,كحول اسبراى 70م,12.40,12.40,20.00,20.00,1,1,12.40,12.40,20.00,20.00,7.60,7.60,61.3,61.3
كحول طبي 125مل,كحول طبي 125مل,14.70,14.70,25.00,25.00,2,2,29.40,29.40,50.00,50.00,20.60,20.60,70.1,70.1
كروماكس اقراص,كروماكس اقراص,131.10,131.10,177.00,177.00,1,1,131.10,131.10,177.00,177.00,45.90,45.90,35.0,35.0
كريبتوبير 60 مل شراب,كريبتوبير 60 مل شراب,30.90,30.90,39.00,39.00,1,1,30.90,30.90,39.00,39.00,8.10,8.10,26.2,26.2
كريستاتين 10 مجم اقراص,كريستاتين 10 مجم اقراص,78.06,78.06,106.50,106.50,1,1,78.06,78.06,106.50,106.50,28.44,28.44,36.4,36.4
كريم الو ايفا بالصبار 185 م,كريم الو ايفا بالصبار 185 م,67.70,67.70,85.00,85.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,25.6,25.6
كريم الو ايفا بالصبار 85 م,كريم الو ايفا بالصبار 85 م,40.25,40.25,52.00,52.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,29.2,29.2
كريم ايفا  للبشره وسط,كريم ايفا  للبشره وسط,20.00,20.00,30.00,30.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,50.0,50.0
كريم ايفا ب العسل,كريم ايفا ب العسل,10.00,10.00,15.00,15.00,1,1,10.00,10.00,15.00,15.00,5.00,5.00,50.0,50.0
كريم ايفا ب العسل كبير,كريم ايفا ب العسل كبير,44.00,44.00,60.00,60.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,36.4,36.4
كريم ايفا ب العسل للشعر  صغير,كريم ايفا ب العسل للشعر  صغير,23.30,23.30,30.00,30.00,3,3,69.90,69.90,90.00,90.00,20.10,20.10,28.8,28.8
كريم ايفا بالخيار 20مل,كريم ايفا بالخيار 20مل,10.25,10.25,15.00,15.00,3,3,30.75,30.75,45.00,45.00,14.25,14.25,46.3,46.3
كريم ايفا بالعسل 50 م,كريم ايفا بالعسل 50 م,21.00,21.00,30.00,30.00,2,2,42.00,42.00,60.00,60.00,18.00,18.00,42.9,42.9
كريم ايفا جلسرين 50 مل,كريم ايفا جلسرين 50 مل,22.48,22.48,30.00,30.00,5,5,112.40,112.40,150.00,150.00,37.60,37.60,33.5,33.5
كريم ايفا شعر بالعسل,كريم ايفا شعر بالعسل,33.30,33.30,50.00,50.00,1,1,33.30,33.30,50.00,50.00,16.70,16.70,50.2,50.2
كريم ايفا كبير بشره جافه,كريم ايفا كبير بشره جافه,41.00,41.00,60.00,60.00,1,1,41.00,41.00,60.00,60.00,19.00,19.00,46.3,46.3
كريم ايفا للبشره بالزبادي والخيار,كريم ايفا للبشره بالزبادي والخيار,41.00,41.00,60.00,60.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,46.3,46.3
كريم ايفي للبشره 200م,كريم ايفي للبشره 200م,28.50,28.50,38.00,38.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,33.3,33.3
كريم بالمرز للشعر100م,كريم بالمرز للشعر100م,126.50,126.50,150.00,150.00,1,1,126.50,126.50,150.00,150.00,23.50,23.50,18.6,18.6
كريم ترشوب,كريم ترشوب,65.00,65.00,80.00,80.00,1,1,65.00,65.00,80.00,80.00,15.00,15.00,23.1,23.1
كريم ترطيب كير اند مور 75 مل,كريم ترطيب كير اند مور 75 مل,31.00,31.00,45.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,45.2,45.2
كريم ترطيب كير اند مور 75 مل,كريم ترطيب كير اند مور 75 مل,31.00,31.00,45.00,45.00,1,1,31.00,31.00,45.00,45.00,14.00,14.00,45.2,45.2
كريم ترطيب كير اند مور 75 مل فراوله,كريم ترطيب كير اند مور 75 مل فراوله,31.00,31.00,45.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,45.2,45.2
كريم تمارا صغير,كريم تمارا صغير,11.65,11.65,18.00,18.00,3,3,34.95,34.95,54.00,54.00,19.05,19.05,54.5,54.5
كريم تمارا وسط,كريم تمارا وسط,16.50,16.50,22.00,22.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,33.3,33.3
كريم جليسوليد 100ملل,كريم جليسوليد 100ملل,39.00,39.00,50.00,50.00,1,1,39.00,39.00,50.00,50.00,11.00,11.00,28.2,28.2
كريم جليسوليد 20 م,كريم جليسوليد 20 م,14.35,14.35,18.90,18.90,0,0,0.00,0.00,0.00,0.00,0.00,0.00,31.7,31.7
كريم جليسوليد 40 م,كريم جليسوليد 40 م,29.80,29.80,40.00,40.00,4,4,119.20,119.20,160.00,160.00,40.80,40.80,34.2,34.2
كريم جليسوليد 50ملل,كريم جليسوليد 50ملل,26.60,26.60,35.00,35.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,31.6,31.6
كريم جليسوليد 80 م,كريم جليسوليد 80 م,49.50,49.50,60.00,60.00,1,1,49.50,49.50,60.00,60.00,10.50,10.50,21.2,21.2
كريم حلاقه تماره كبير,كريم حلاقه تماره كبير,15.40,15.40,23.00,23.00,2,2,30.80,30.80,46.00,46.00,15.20,15.20,49.4,49.4
كريم حلاقه خمس خمسات,كريم حلاقه خمس خمسات,23.00,23.00,25.00,25.00,3,3,69.00,69.00,75.00,75.00,6.00,6.00,8.7,8.7
كريم سبوتلس انبوبه,كريم سبوتلس انبوبه,20.35,20.35,25.00,25.00,1,1,20.35,20.35,25.00,25.00,4.65,4.65,22.9,22.9
كريم صنفره دايموند,كريم صنفره دايموند,20.00,20.00,28.00,28.00,1,1,20.00,20.00,28.00,28.00,8.00,8.00,40.0,40.0
كريم فاتيكا بالارجان 190 م,كريم فاتيكا بالارجان 190 م,58.20,58.20,73.00,73.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,25.4,25.4
كريم فاتيكا حبه سودا 190 م,كريم فاتيكا حبه سودا 190 م,58.20,58.20,75.00,75.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,28.9,28.9
كريم فانيكا  بالحبه السودا 125 م,كريم فانيكا  بالحبه السودا 125 م,43.09,43.09,60.00,60.00,1,1,43.09,43.09,60.00,60.00,16.91,16.91,39.2,39.2
كريم فيانسيه هيرفود بخاخ,كريم فيانسيه هيرفود بخاخ,43.99,43.99,55.00,55.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,25.0,25.0
كريم فيبكس 10م,كريم فيبكس 10م,22.00,22.00,30.00,30.00,2,2,44.00,44.00,60.00,60.00,16.00,16.00,36.4,36.4
كريم لونا ترطيب  اليدين والجسم 75 م,كريم لونا ترطيب  اليدين والجسم 75 م,39.50,39.50,45.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,13.9,13.9
كريم لونا للتشققات 40 م,كريم لونا للتشققات 40 م,30.00,30.00,40.00,40.00,5,5,150.00,150.00,200.00,200.00,50.00,50.00,33.3,33.3
كريم مارفيل,كريم مارفيل,129.20,129.20,170.00,170.00,1,1,129.20,129.20,170.00,170.00,40.80,40.80,31.6,31.6
كريم منك  للشعر كبير,كريم منك  للشعر كبير,36.30,36.30,49.00,49.00,1,1,36.30,36.30,49.00,49.00,12.70,12.70,35.0,35.0
كريم منك بجوز الهند كبير,كريم منك بجوز الهند كبير,36.30,36.30,50.00,50.00,1,1,36.30,36.30,50.00,50.00,13.70,13.70,37.7,37.7
كريم منك بزيت اللوز كبير,كريم منك بزيت اللوز كبير,36.30,36.30,50.00,50.00,1,1,36.30,36.30,50.00,50.00,13.70,13.70,37.7,37.7
كريم نتائج الطبيعه بديل للبروتين,كريم نتائج الطبيعه بديل للبروتين,10.00,10.00,20.00,20.00,3,3,30.00,30.00,60.00,60.00,30.00,30.00,100.0,100.0
كريم ون لازالة الشعر حساسه,كريم ون لازالة الشعر حساسه,18.42,18.42,25.00,25.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,35.7,35.7
كريم ون لازالة الشعر عاديه,كريم ون لازالة الشعر عاديه,18.25,18.25,25.00,25.00,5,5,91.25,91.25,125.00,125.00,33.75,33.75,37.0,37.0
كريم ون لازالة الشعر للبشره الجافه,كريم ون لازالة الشعر للبشره الجافه,18.42,18.42,24.00,24.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,30.3,30.3
كريم ويلوفنج %2,كريم ويلوفنج %2,37.44,37.44,48.00,48.00,2,2,74.88,74.88,96.00,96.00,21.12,21.12,28.2,28.2
كفلكس250م/5ملل شراب,كفلكس250م/5ملل شراب,27.84,27.84,37.00,37.00,1,1,27.84,27.84,37.00,37.00,9.16,9.16,32.9,32.9
كلاتكس 75 مجم اقراص,كلاتكس 75 مجم اقراص,86.46,86.46,117.00,117.00,1,1,86.46,86.46,117.00,117.00,30.54,30.54,35.3,35.3
كلاريتين للاطفال,كلاريتين للاطفال,76.50,76.50,102.00,102.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,33.3,33.3
كلاريتين للحساسيه,كلاريتين للحساسيه,82.50,82.50,110.00,110.00,4,4,330.00,330.00,440.00,440.00,110.00,110.00,33.3,33.3
كلافيموكس 1000جرام اقراص,كلافيموكس 1000جرام اقراص,87.10,87.10,130.00,130.00,1,1,87.10,87.10,130.00,130.00,42.90,42.90,49.3,49.3
كلافيموكس 228.5 مجم شراب,كلافيموكس 228.5 مجم شراب,36.66,36.66,47.00,47.00,1,1,36.66,36.66,47.00,47.00,10.34,10.34,28.2,28.2
كلافيموكس 457 مجم شراب,كلافيموكس 457 مجم شراب,50.44,50.44,73.00,73.00,2,2,100.88,100.88,146.00,146.00,45.12,45.12,44.7,44.7
كلافيموكس 652جرام اقراص,كلافيموكس 652جرام اقراص,80.25,80.25,107.00,107.00,1,1,80.25,80.25,107.00,107.00,26.75,26.75,33.3,33.3
كلوبكس 75مجم اقراص,كلوبكس 75مجم اقراص,117.00,117.00,150.00,150.00,1,1,117.00,117.00,150.00,150.00,33.00,33.00,28.2,28.2
كلوزابكس25مجم اقراص,كلوزابكس25مجم اقراص,37.70,37.70,50.00,50.00,1,1,37.70,37.70,50.00,50.00,12.30,12.30,32.6,32.6
كلوس اب وسط50مل اخضر,كلوس اب وسط50مل اخضر,25.90,25.90,37.00,37.00,1,1,25.90,25.90,37.00,37.00,11.10,11.10,42.9,42.9
كلوسول بخاخ,كلوسول بخاخ,32.35,32.35,44.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,36.0,36.0
كلوفاتيل اقراص,كلوفاتيل اقراص,47.62,47.62,63.00,63.00,2,2,95.24,95.24,126.00,126.00,30.76,30.76,32.3,32.3
كلير شامبو 360 مل رجالي,كلير شامبو 360 مل رجالي,106.00,106.00,130.00,130.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,22.6,22.6
كلير شامبو 600 مل حريمي,كلير شامبو 600 مل حريمي,142.00,142.00,165.00,165.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,16.2,16.2
كلير شامبو رجالي 600 مل,كلير شامبو رجالي 600 مل,149.00,149.00,175.00,175.00,1,1,149.00,149.00,175.00,175.00,26.00,26.00,17.4,17.4
كليريست اقراص,كليريست اقراص,30.00,30.00,44.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,46.7,46.7
كليكسان 60 مجم امبول,كليكسان 60 مجم امبول,263.13,263.13,367.00,367.00,1,1,263.13,263.13,367.00,367.00,103.87,103.87,39.5,39.5
كليكسان 80مجم حقن,كليكسان 80مجم حقن,303.00,303.00,417.00,417.00,1,1,303.00,303.00,417.00,417.00,114.00,114.00,37.6,37.6
كلينداسول جل,كلينداسول جل,20.80,20.80,26.00,26.00,4,4,83.20,83.20,104.00,104.00,20.80,20.80,25.0,25.0
كلينداسول محلول موضغي,كلينداسول محلول موضغي,28.22,28.22,34.00,34.00,3,3,84.66,84.66,102.00,102.00,17.34,17.34,20.5,20.5
كليندام 300 مجم اقراص,كليندام 300 مجم اقراص,53.69,53.69,75.00,75.00,1,1,53.69,53.69,75.00,75.00,21.31,21.31,39.7,39.7
كلينفكس بلس لوشن,كلينفكس بلس لوشن,58.00,58.00,80.00,80.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,37.9,37.9
كمادات اطفال تيمبو كول,كمادات اطفال تيمبو كول,20.00,20.00,30.00,30.00,1,1,20.00,20.00,30.00,30.00,10.00,10.00,50.0,50.0
كمامات اطفال,كمامات اطفال,43.50,43.50,60.00,60.00,1,1,43.50,43.50,60.00,60.00,16.50,16.50,37.9,37.9
كمامات كبار,كمامات كبار,44.50,44.50,60.00,60.00,1,1,44.50,44.50,60.00,60.00,15.50,15.50,34.8,34.8
كو تارج 160/12.50 مجم اقراص,كو تارج 160/12.50 مجم اقراص,220.00,220.00,300.00,300.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,36.4,36.4
كو-افازير قطره للعين,كو-افازير قطره للعين,28.80,28.80,39.00,39.00,1,1,28.80,28.80,39.00,39.00,10.20,10.20,35.4,35.4
كو-افازير مرهم للعين,كو-افازير مرهم للعين,22.26,22.26,30.00,30.00,1,1,22.26,22.26,30.00,30.00,7.74,7.74,34.8,34.8
كوادريدرم كريم,كوادريدرم كريم,38.40,38.40,48.00,48.00,1,1,38.40,38.40,48.00,48.00,9.60,9.60,25.0,25.0
كوادريدروم 15مجم كريم,كوادريدروم 15مجم كريم,22.40,22.40,28.00,28.00,2,2,44.80,44.80,56.00,56.00,11.20,11.20,25.0,25.0
كوبال اقراص,كوبال اقراص,24.75,24.75,33.00,33.00,1,1,24.75,24.75,33.00,33.00,8.25,8.25,33.3,33.3
كوبال ف اقراص,كوبال ف اقراص,43.00,43.00,60.00,60.00,1,1,43.00,43.00,60.00,60.00,17.00,17.00,39.5,39.5
كوبالامون اقراص,كوبالامون اقراص,64.51,64.51,85.00,85.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,31.8,31.8
كوبالامين ديبو حقن,كوبالامين ديبو حقن,40.66,40.66,55.00,55.00,1,1,40.66,40.66,55.00,55.00,14.34,14.34,35.3,35.3
كوتارج اقراص,كوتارج اقراص,95.90,95.90,132.00,132.00,1,1,95.90,95.90,132.00,132.00,36.10,36.10,37.6,37.6
كوجينتول 2مجم,كوجينتول 2مجم,27.60,27.60,40.00,40.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,44.9,44.9
كوديلار شراب,كوديلار شراب,19.71,19.71,27.00,27.00,1,1,19.71,19.71,27.00,27.00,7.29,7.29,37.0,37.0
كوراسور اقراص,كوراسور اقراص,31.74,31.74,46.00,46.00,1,1,31.74,31.74,46.00,46.00,14.26,14.26,44.9,44.9
كوراسور ان نقط فم,كوراسور ان نقط فم,31.92,31.92,40.00,40.00,2,2,63.84,63.84,80.00,80.00,16.16,16.16,25.3,25.3
كورتيبلكس للاطفال,كورتيبلكس للاطفال,33.18,33.18,42.00,42.00,1,1,33.18,33.18,42.00,42.00,8.82,8.82,26.6,26.6
كورتيبلكس للكبار,كورتيبلكس للكبار,37.92,37.92,48.00,48.00,1,1,37.92,37.92,48.00,48.00,10.08,10.08,26.6,26.6
كورتيلون اقراص,كورتيلون اقراص,14.27,14.27,16.00,16.00,1,1,14.27,14.27,16.00,16.00,1.73,1.73,12.1,12.1
كوردو سي سبراي,كوردو سي سبراي,52.63,52.63,75.00,75.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,42.5,42.5
كورنيتيرز جل للعين,كورنيتيرز جل للعين,31.09,31.09,41.00,41.00,2,2,62.18,62.18,82.00,82.00,19.82,19.82,31.9,31.9
كوفي اكياس,كوفي اكياس,101.40,101.40,130.00,130.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,28.2,28.2
كوكاست 10 مجم اقراص,كوكاست 10 مجم اقراص,36.75,36.75,49.00,49.00,1,1,36.75,36.75,49.00,49.00,12.25,12.25,33.3,33.3
كوكاست 4 مجم اقراص,كوكاست 4 مجم اقراص,27.01,27.01,37.00,37.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,37.0,37.0
كوكو سويت 100جرام,كوكو سويت 100جرام,18.90,18.90,28.00,28.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,48.1,48.1
كوكو سويت باشون فروت,كوكو سويت باشون فروت,19.50,19.50,27.00,27.00,2,2,39.00,39.00,54.00,54.00,15.00,15.00,38.5,38.5
كوكو سويت جوز هند وفانيليا,كوكو سويت جوز هند وفانيليا,19.50,19.50,27.00,27.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,38.5,38.5
كوكو واكس,كوكو واكس,18.90,18.90,28.00,28.00,2,2,37.80,37.80,56.00,56.00,18.20,18.20,48.1,48.1
كوكو واكس  عجين  الوان,كوكو واكس  عجين  الوان,19.80,19.80,37.00,37.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,86.9,86.9
كوكو واكس عجين الوان,كوكو واكس عجين الوان,19.80,19.80,30.00,30.00,1,1,19.80,19.80,30.00,30.00,10.20,10.20,51.5,51.5
كولد ستوب اقراص,كولد ستوب اقراص,38.55,38.55,51.00,51.00,3,3,115.65,115.65,153.00,153.00,37.35,37.35,32.3,32.3
كولد فرى,كولد فرى,39.50,39.50,50.00,50.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,26.6,26.6
كولد كونترول اقراص,كولد كونترول اقراص,23.58,23.58,32.00,32.00,2,2,47.16,47.16,64.00,64.00,16.84,16.84,35.7,35.7
كولداتريكسي اقراص,كولداتريكسي اقراص,48.97,48.97,63.00,63.00,5,5,244.85,244.85,315.00,315.00,70.15,70.15,28.7,28.7
كولشيسين 500 ميكروجرام اقراص,كولشيسين 500 ميكروجرام اقراص,152.00,152.00,190.00,190.00,1,1,152.00,152.00,190.00,190.00,38.00,38.00,25.0,25.0
كوللو ماك محلول موضعي,كوللو ماك محلول موضعي,20.58,20.58,28.00,28.00,1,1,20.58,20.58,28.00,28.00,7.42,7.42,36.1,36.1
كولوسالازين اي سي 500مجم اقراص,كولوسالازين اي سي 500مجم اقراص,51.92,51.92,67.00,67.00,2,2,103.84,103.84,134.00,134.00,30.16,30.16,29.0,29.0
كولوسبازمين فورت 135مجم اقراص,كولوسبازمين فورت 135مجم اقراص,33.66,33.66,51.00,51.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,51.5,51.5
كولوفيرين ا اقراص,كولوفيرين ا اقراص,72.27,72.27,99.00,99.00,1,1,72.27,72.27,99.00,99.00,26.73,26.73,37.0,37.0
كولوفيرين اقراص,كولوفيرين اقراص,59.28,59.28,78.00,78.00,3,3,177.84,177.84,234.00,234.00,56.16,56.16,31.6,31.6
كولوفيرين د اقراص,كولوفيرين د اقراص,78.75,78.75,105.00,105.00,1,1,78.75,78.75,105.00,105.00,26.25,26.25,33.3,33.3
كولونا اقراص,كولونا اقراص,48.99,48.99,69.00,69.00,2,2,97.98,97.98,138.00,138.00,40.02,40.02,40.8,40.8
كولونيا مارى خمس خمسات130مل,كولونيا مارى خمس خمسات130مل,28.90,28.90,38.00,38.00,2,2,57.80,57.80,76.00,76.00,18.20,18.20,31.5,31.5
كولي يورينال فوار,كولي يورينال فوار,31.00,31.00,40.00,40.00,1,1,31.00,31.00,40.00,40.00,9.00,9.00,29.0,29.0
كوليروز 20 مجم اقراص,كوليروز 20 مجم اقراص,102.30,102.30,132.00,132.00,2,2,204.60,204.60,264.00,264.00,59.40,59.40,29.0,29.0
كوليروز بلس 10/10مجم اقراص,كوليروز بلس 10/10مجم اقراص,118.60,118.60,172.00,172.00,1,1,118.60,118.60,172.00,172.00,53.40,53.40,45.0,45.0
كوليروز بلس 20/10ِ,كوليروز بلس 20/10ِ,195.96,195.96,276.00,276.00,1,1,195.96,195.96,276.00,276.00,80.04,80.04,40.8,40.8
كوليروز10مجم اقراص,كوليروز10مجم اقراص,70.38,70.38,102.00,102.00,1,1,70.38,70.38,102.00,102.00,31.62,31.62,44.9,44.9
كومفيز اقراص,كومفيز اقراص,138.60,138.60,195.00,195.00,1,1,138.60,138.60,195.00,195.00,56.40,56.40,40.7,40.7
كونافيوتال اقراص,كونافيوتال اقراص,105.90,105.90,148.00,148.00,1,1,105.90,105.90,148.00,148.00,42.10,42.10,39.8,39.8
كوناميدزين كريم,كوناميدزين كريم,34.84,34.84,48.00,48.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,37.8,37.8
كونتافيفر ان شراب,كونتافيفر ان شراب,24.42,24.42,33.00,33.00,3,3,73.26,73.26,99.00,99.00,25.74,25.74,35.1,35.1
كونترابلان تو اقراص,كونترابلان تو اقراص,30.24,30.24,40.00,40.00,2,2,60.48,60.48,80.00,80.00,19.52,19.52,32.3,32.3
كونتراكتيوبكس جيل,كونتراكتيوبكس جيل,48.25,48.25,66.00,66.00,2,2,96.50,96.50,132.00,132.00,35.50,35.50,36.8,36.8
كونتراهيستادين 20اقراص,كونتراهيستادين 20اقراص,95.88,95.88,120.00,120.00,1,1,95.88,95.88,120.00,120.00,24.12,24.12,25.2,25.2
كونترولوك 20 مجم اقراص,كونترولوك 20 مجم اقراص,80.00,80.00,100.00,100.00,2,2,160.00,160.00,200.00,200.00,40.00,40.00,25.0,25.0
كونترولوك 40 مجم اقراص,كونترولوك 40 مجم اقراص,150.40,150.40,188.00,188.00,1,1,150.40,150.40,188.00,188.00,37.60,37.60,25.0,25.0
